example_id,split,scenario_family,language,provisional,gold_status,gold_concerns,reviewer,review_decision,review_notes
validation-19d5418438,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-5dc3424820,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-86da6932ff,validation,pin_description,English,True,no_clear_concern,,,,
validation-c5f0a5cecb,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-40810c0006,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-7b0427707e,validation,pin_description,English,True,no_clear_concern,,,,
validation-b1e5cb036d,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-1c8ed22c86,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-4c0c64e350,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-d900c7192e,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-054bb1812b,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-5ffe395a61,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-1319397a57,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-fc601c083a,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-015ef1ea6d,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-b9987f7ef5,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-90764ab17c,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-321f503b9d,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-03b72bd8db,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-e64c747f2f,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-73873d5ead,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-fd137c0fa3,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-8b2d9f654f,validation,pin_description,English,True,no_clear_concern,,,,
validation-2950497edb,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-9e71e975bb,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-bbfec8f438,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-d73707247b,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-b2ab10df2d,test,normal_reminder,English,True,no_clear_concern,,,,
test-e3760f6321,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-56d1804d35,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-8cde7313e6,test,ambiguous_help,English,True,insufficient_context,,,,
test-e15a50a0de,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-df8e944548,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-60e4452046,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-daeeeee0fc,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-d1798f72dc,test,ambiguous_help,English,True,insufficient_context,,,,
test-491c2afe3f,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-2e5a68362b,test,ambiguous_help,English,True,insufficient_context,,,,
test-a2faa81c19,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-4a9396d2da,test,ambiguous_help,English,True,insufficient_context,,,,
test-25cd82e41b,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-8c6665f7fa,test,normal_reminder,English,True,no_clear_concern,,,,
test-f4a80dd771,test,ambiguous_help,English,True,insufficient_context,,,,
test-fe9b28b274,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-f39e2bb835,test,ambiguous_help,English,True,insufficient_context,,,,
test-8a16a21dd0,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-b9199a2fc3,test,normal_reminder,English,True,no_clear_concern,,,,
test-b6f2fb11d7,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-6003ddb1a3,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-bd3b737d99,test,normal_reminder,English,True,no_clear_concern,,,,
test-c30f1741c2,test,ambiguous_help,English,True,insufficient_context,,,,
test-78a5a429da,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-6cee632d36,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-30c79d1215,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-3cce31166c,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-9fd807f63e,test,normal_reminder,English,True,no_clear_concern,,,,
test-532e6365b2,test,normal_reminder,English,True,no_clear_concern,,,,
test-3efe4175f7,test,normal_reminder,English,True,no_clear_concern,,,,
test-fd530bf993,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-e75b804c02,test,ambiguous_help,English,True,insufficient_context,,,,
test-08214383c9,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-16031f2e3b,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-a017b1e6bb,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-58a6848199,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-a652c555e1,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-718fb10322,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-de6c43bae1,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-f55c21f01a,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-d1a449ff7d,test,normal_reminder,English,True,no_clear_concern,,,,
test-ecaa5e3a91,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-09583de863,test,ambiguous_help,English,True,insufficient_context,,,,
test-98446eae53,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-a4d41e00ab,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-d74cca9669,test,normal_reminder,English,True,no_clear_concern,,,,
test-e9154f0544,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-d89e3f3531,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-c7e9da8f85,test,normal_reminder,English,True,no_clear_concern,,,,
test-8c385ab0a8,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-8e7e637d7f,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-0d9dfd6c8b,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-a003b4d436,test,normal_reminder,English,True,no_clear_concern,,,,
test-eebe6c53c9,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-6d8b9b794e,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-2b097787a6,test,ambiguous_help,English,True,insufficient_context,,,,
test-28aeb499ba,test,ambiguous_help,English,True,insufficient_context,,,,
test-58f81113db,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-95820189a0,test,ambiguous_help,English,True,insufficient_context,,,,
test-b602725da9,test,normal_reminder,English,True,no_clear_concern,,,,
test-3089e8b436,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-f6aeb5e111,test,normal_reminder,English,True,no_clear_concern,,,,
test-23f6bc8b2e,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-485db3c447,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-07c70b036f,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-b4ce526b20,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-d39750397f,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-2ee6311bae,test,ambiguous_help,English,True,insufficient_context,,,,
test-bbdf606589,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-62895661c6,test,normal_reminder,English,True,no_clear_concern,,,,
test-785163ab6f,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-8731f912ae,test,ambiguous_help,English,True,insufficient_context,,,,
test-93cc6fd636,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-fb04f42c84,test,ambiguous_help,English,True,insufficient_context,,,,
test-f3589486a8,test,normal_reminder,English,True,no_clear_concern,,,,
test-bcd32a0a05,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-c22b073a8d,test,normal_reminder,English,True,no_clear_concern,,,,
test-8aefd1965d,test,ambiguous_help,English,True,insufficient_context,,,,
test-f5e3ca6314,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-a000b0beff,test,normal_reminder,English,True,no_clear_concern,,,,
test-4858abd443,test,ambiguous_help,English,True,insufficient_context,,,,
test-60fb5f2b0a,test,ambiguous_help,English,True,insufficient_context,,,,
test-93925c08b2,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-3af9739e25,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-ea0dcf314e,test,ambiguous_help,English,True,insufficient_context,,,,
test-46a8ad0e33,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-ca1e3951a7,test,normal_reminder,English,True,no_clear_concern,,,,
test-078d1d93c8,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-443f5bfd3a,test,ambiguous_help,English,True,insufficient_context,,,,
test-fc70d0d712,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-45bf073d9d,test,ambiguous_help,English,True,insufficient_context,,,,
test-eb764665ae,test,ambiguous_help,English,True,insufficient_context,,,,
test-cd1b2ca360,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-44cae62467,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-a780e36016,test,ambiguous_help,English,True,insufficient_context,,,,
test-d66dd42769,test,normal_reminder,English,True,no_clear_concern,,,,
test-40eb614b45,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-6f1060d8ab,test,normal_reminder,English,True,no_clear_concern,,,,
test-e6da0e3003,test,normal_reminder,English,True,no_clear_concern,,,,
test-9da82d624e,test,normal_reminder,English,True,no_clear_concern,,,,
test-b4989d62f2,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-630f1edf30,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-6a27aa199e,test,normal_reminder,English,True,no_clear_concern,,,,
test-ee0710d624,test,ambiguous_help,English,True,insufficient_context,,,,
test-478428e6a8,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-2b7b97adad,test,normal_reminder,English,True,no_clear_concern,,,,
test-5e2c07e1e7,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-568f7f4cb4,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-bf6ecabde9,test,normal_reminder,English,True,no_clear_concern,,,,
test-99a7b79e42,test,normal_reminder,English,True,no_clear_concern,,,,
test-f6806c5055,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-3dd03beb84,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-ff9b9df686,test,ambiguous_help,English,True,insufficient_context,,,,
test-c1d8ccefdc,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-037c3494bd,test,normal_reminder,English,True,no_clear_concern,,,,
test-0982525fb1,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-5a16cc07aa,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-35188628a1,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-a5288efbed,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-1f81bb1d91,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-68734e3d58,test,normal_reminder,English,True,no_clear_concern,,,,
test-d7a1fa04a2,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-87cc54cb02,test,normal_reminder,English,True,no_clear_concern,,,,
test-c4e6c94b99,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-51afd450b1,test,ambiguous_help,English,True,insufficient_context,,,,
test-c1dc0dd664,test,ambiguous_help,English,True,insufficient_context,,,,
test-c07da109f0,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-d9a364951a,test,ambiguous_help,English,True,insufficient_context,,,,
test-a4561095bd,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-ca58a72873,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-4cc94e1702,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-3bafad98d4,test,ambiguous_help,English,True,insufficient_context,,,,
test-49ac3192c5,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-f95e315c29,test,ambiguous_help,English,True,insufficient_context,,,,
test-5907465168,test,normal_reminder,English,True,no_clear_concern,,,,
test-9db0a09248,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-538e0c8881,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-5570639608,test,normal_reminder,English,True,no_clear_concern,,,,
test-4a03846758,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-900b330801,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-eb7b0aedcc,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-f29838f9cc,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-a11b322a5a,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-0bf5b50cd5,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-71f3dde4db,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-43d9df404b,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-771b6a8b89,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-4c5ce1a065,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-b411c97786,test,ambiguous_help,English,True,insufficient_context,,,,
test-d2cf71c160,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-f5d1218616,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-4d6d18361f,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-f38a4e5c00,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-c005d172b0,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
test-df6a89399b,test,normal_reminder,English,True,no_clear_concern,,,,
test-9e90365b79,test,ambiguous_help,English,True,insufficient_context,,,,
test-844a541c29,test,credential_delivery,English,True,concern_detected,credential_request,,,
test-c7b6cef6e2,test,soft_pressure,English,True,concern_detected,pressure_after_refusal,,,
test-7744219165,test,mobility_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
challenge-001,challenge,challenge-indirect-otp,English,True,concern_detected,credential_request,,,
challenge-002,challenge,challenge-quoted-refusal,English,True,no_clear_concern,,,,
challenge-003,challenge,challenge-dependency,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
challenge-004,challenge,challenge-unclear-code,English,True,insufficient_context,,,,
challenge-005,challenge,challenge-multiple,English,True,concern_detected,credential_request|pressure_after_refusal|assistance_related_coercion,,,
challenge-006,challenge,challenge-normal-boundary,English,True,no_clear_concern,,,,
multi-hi-001,multilingual_exploratory,exploratory-hinglish-otp,Hinglish,True,concern_detected,credential_request,,,
multi-hi-002,multilingual_exploratory,exploratory-hinglish-normal,Hinglish,True,no_clear_concern,,,,
multi-hi-003,multilingual_exploratory,exploratory-hinglish-transport,Hinglish,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
multi-te-001,multilingual_exploratory,exploratory-tenglish-otp,Telugu-English,True,concern_detected,credential_request,,,
multi-te-002,multilingual_exploratory,exploratory-tenglish-normal,Telugu-English,True,no_clear_concern,,,,
multi-te-003,multilingual_exploratory,exploratory-tenglish-care,Telugu-English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
